"ID"	"product"	"gene"	"SRR15309076"	"SRR15309078"	"SRR15309074"	"SRR15309066"	"SRR15309082"	"SRR15309080"	"SRR15309070"	"SRR15309065"	"SRR15309072"	"SRR15309068"	"SRR15309063"	"SRR15309061"
"b0246"	"antitoxin of the YkfI-YafW toxin-antitoxin pair"	"yafW"	27	25	22	12	37	34	9	38	31	10	7	10
"b0247"	"CP4-6 prophage RadC-like JAB domain-containing protein YkfG"	"ykfG"	23	33	43	37	46	31	14	22	46	18	13	8
"b0248"	"CP4-6 prophage protein YafX"	"yafX"	121	221	169	186	287	204	127	332	279	110	88	123
"b0249"	"CP4-6 prophage protein YkfF"	"ykfF"	18	37	31	35	43	22	16	52	52	18	17	24
"b0250"	"CP4-6 prophage protein YkfB"	"ykfB"	224	275	402	837	305	225	559	1306	347	407	821	742
"b0251"	"CP4-6 prophage inner membrane lipoprotein YafY"	"yafY"	47	65	42	115	70	49	70	162	70	54	87	72
"b0252"	"CP4-6 prophage DUF932 domain-containing protein YafZ"	"yafZ"	81	90	97	54	122	77	41	91	143	33	39	31
"b0253"	"CP4-6 prophage putative GTP-binding protein YkfA"	"ykfA"	175	252	248	191	258	154	84	221	231	114	150	101
"b0254"	"CP4-6 prophage putative transcriptional regulator PerR"	"perR"	95	122	123	77	203	117	69	186	152	68	95	75
"b0256"	"IS30 transposase"	"insI1"	109	149	119	141	190	117	128	295	135	131	169	74
"b0258"	"CP4-6 prophage PF00078 domain-containing protein YkfC"	"ykfC"	181	230	346	256	290	184	108	288	326	99	135	134
"b0259"	"CP4-6 prophage IS5 transposase and trans-activator"	"insH1"	9	8	7	2	11	6	2	10	11	0	22	12
"b0260"	"CP4-6 prophage S-methyl-L-methionine transporter"	"mmuP"	45	83	109	65	75	55	29	71	136	48	27	41
"b0261"	"CP4-6 prophage homocysteine S-methyltransferase"	"mmuM"	356	357	338	968	425	357	544	953	389	463	876	608
"b0262"	"CP4-6 prophage ABC transporter ATP-binding protein AfuC"	"afuC"	40	38	63	55	54	28	30	97	52	46	53	62
"b0264"	"IS1 protein InsB"	"insB2"	0	2	2	0	7	2	1	4	6	1	2	4
"b0265"	"IS1 protein InsA"	"insA2"	22	37	50	26	65	44	16	23	25	9	23	17
"b0266"	"CP4-6 prophage orphan antitoxin YagB"	"yagB"	154	216	209	177	299	214	117	236	247	104	128	133
"b0267"	"CP4-6 prophage integrase core domain-containing protein YagA"	"yagA"	10	11	20	20	13	7	21	10	14	9	7	29
"b0268"	"CP4-6 prophage putative 2-dehydro-3-deoxygluconate aldolase"	"yagE"	463	610	452	2508	526	352	1777	2855	629	1655	1716	1102
"b0269"	"CP4-6 prophage D-xylonate dehydratase"	"yagF"	733	926	865	4288	898	657	2776	5310	1032	2852	2502	2411
"b0270"	"CP4-6 prophage putative D-xylonate transporter YagG"	"yagG"	74	66	97	192	76	48	117	253	108	125	148	94
"b0271"	"CP4-6 prophage putative xylosidase/arabinosidase"	"yagH"	135	150	148	275	161	101	183	310	202	216	360	193
"b0272"	"CP4-6 prophage DNA-binding transcriptional repressor XynR"	"xynR"	144	275	268	558	314	297	229	602	279	235	273	336
"b0273"	"CP4-6 prophage ornithine carbamoyltransferase ArgF"	"argF"	92	155	132	176	136	106	158	223	194	169	130	113
"b0274"	"IS1 protein InsB"	"insB3"	0	0	0	0	0	0	0	0	0	0	0	0
"b0275"	"IS1 protein InsA"	"insA3"	0	0	0	0	0	0	0	0	0	0	0	0
"b0276"	"CP4-6 prophage protein YagJ"	"yagJ"	65	84	45	100	80	63	63	115	86	37	92	186
"b0277"	"CP4-6 prophage uncharacterized protein YagK"	"yagK"	46	66	64	43	45	43	31	111	72	23	77	111
"b0278"	"CP4-6 prophage resolvase-like catalytic domain-containing protein YagL"	"yagL"	10	24	24	12	34	23	20	67	26	17	29	8
"b0279"	"CP4-6 prophage protein YagM"	"yagM"	8	6	8	8	20	17	12	60	14	18	15	19
"b0280"	"CP4-6 prophage protein YagN"	"yagN"	743	971	758	806	805	625	819	1709	939	629	1254	887
"b0281"	"CP4-6 prophage putative phage integrase"	"intF"	716	861	902	483	890	697	431	863	1226	362	495	301
"b0282"	"putative LysR family substrate binding domain-containing protein YagP"	"yagP"	56	57	72	21	63	32	32	51	105	19	30	16
"b0283"	"molybdenum cofactor insertion chaperone PaoD"	"paoD"	52	63	181	40	77	39	14	41	162	20	20	37
"b0284"	"aldehyde dehydrogenase: molybdenum cofactor-binding subunit"	"paoC"	217	138	307	75	182	113	56	87	452	35	60	23
"b0285"	"aldehyde dehydrogenase  FAD-binding subunit"	"paoB"	72	60	101	24	57	33	22	18	188	11	31	9
"b0286"	"aldehyde dehydrogenase  Fe-S subunit"	"paoA"	81	46	123	15	28	21	10	22	184	9	10	3
"b0287"	"inner membrane protein that contributes to acid resistance"	"yagU"	546	1281	701	570	1309	936	453	955	742	388	822	613
"b0288"	"putative zinc- or iron-chelating domain-containing protein YkgJ"	"ykgJ"	38	58	83	47	39	36	16	28	87	29	51	34
"b0289"	"putative fimbrial chaperone EcpE"	"ecpE"	82	91	94	37	80	40	51	71	133	30	50	94
"b0290"	"fimbrial adhesin EcpD"	"ecpD"	138	163	198	114	169	117	68	170	244	70	88	106
"b0291"	"putative fimbrial usher protein EcpC"	"ecpC"	94	112	107	101	123	51	52	143	141	51	79	61
"b0292"	"putative fimbrial chaperone EcpB"	"ecpB"	3	11	20	15	12	9	6	20	15	4	7	3
"b0293"	"common pilus major subunit"	"ecpA"	39	63	44	62	76	78	51	112	67	40	61	83
"b0294"	"DNA-binding transcriptional dual regulator MatA"	"ecpR"	4	3	2	4	1	5	1	18	1	3	2	6
"b0295"	"uncharacterized protein YkgL"	"ykgL"	11	17	8	13	14	13	8	16	30	5	9	9
"b0296"	"50S ribosomal subunit protein L31B"	"ykgM"	5	13	10	32	12	14	26	62	16	24	33	79
"b0298"	"IS3 element protein InsE"	"insE1"	0	1	5	1	1	4	2	0	4	2	0	8
"b0299"	"IS3 element protein InsF"	"insF1"	17	21	28	10	23	23	11	40	27	19	29	22
"b0301"	"reactive chlorine species resistance protein C"	"rclC"	6	12	20	22	15	14	12	23	23	8	16	3
"b0303"	"DUF1471 domain-containing protein RclB"	"rclB"	0	7	1	0	4	3	0	7	6	1	0	6
"b0304"	"cupric reductase RclA"	"rclA"	224	154	344	54	169	102	48	82	483	56	77	37
"b0305"	"DNA-binding transcriptional activator RclR"	"rclR"	127	103	134	155	84	62	75	157	148	67	121	133
"b0306"	"putative lactate utilization oxidoreductase YkgE"	"ykgE"	116	124	105	655	166	85	373	641	149	419	2544	1422
"b0307"	"putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain"	"ykgF"	270	341	298	1141	355	214	574	1186	325	803	3350	1813
"b0308"	"DUF162 domain-containing lactate utilization protein YkgG"	"ykgG"	102	124	98	456	124	94	199	393	160	319	783	457
"b0310"	"uncharacterized protein YkgH"	"ykgH"	6	26	11	46	16	6	40	56	13	59	53	47
"b0311"	"choline dehydrogenase"	"betA"	454	1029	830	1892	1310	720	1508	2201	916	1451	410	435
"b0312"	"betaine aldehyde dehydrogenase"	"betB"	988	2037	1754	2977	2396	1271	2440	3370	1907	2055	493	505
"b0313"	"DNA-binding transcriptional repressor BetI"	"betI"	665	1426	1213	1557	1497	852	1194	2252	1257	1157	286	266
"b0314"	"choline:H(+) symporter"	"betT"	598	1218	1167	1703	1460	1038	1127	2486	1108	1168	208	238
"b0315"	"DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL"	"pdeL"	108	128	130	92	211	148	53	214	155	86	143	118
"b0316"	"putative LysR-type DNA-binding transcriptional regulator YahB"	"yahB"	179	295	155	383	329	237	228	713	195	264	349	359
"b0317"	"uncharacterized protein YahC"	"yahC"	8	9	4	6	5	1	3	4	14	4	5	6
"b0318"	"ankyrin repeat-containing protein YahD"	"yahD"	26	47	52	50	54	36	50	37	46	37	57	30
"b0319"	"DUF2877 domain-containing protein YahE"	"yahE"	3	7	2	20	2	5	6	10	9	5	5	1
"b0320"	"putative acyl-CoA synthetase YahF"	"yahF"	29	21	22	18	30	14	11	36	38	24	16	11
"b0321"	"DUF1116 domain-containing protein YahG"	"yahG"	34	33	90	40	35	40	17	13	85	10	18	11
"b0322"	"putative uncharacterized protein YahH"	"yahH"	13	18	35	3	21	7	2	11	22	7	4	9
"b0323"	"carbamate kinase-like protein YahI"	"yahI"	20	29	51	33	19	31	18	23	46	14	21	14
"b0324"	"putative deaminase with metallo-dependent hydrolase domain"	"yahJ"	369	497	529	263	553	390	209	463	616	236	264	198
"b0325"	"aldehyde reductase  NADPH-dependent"	"yahK"	1226	916	2310	199	1213	609	124	247	3069	109	178	146
"b0326"	"uncharacterized protein YahL"	"yahL"	4	7	5	0	4	3	0	7	6	2	7	4
"b0327"	"uncharacterized protein YahM"	"yahM"	22	46	18	48	40	31	33	130	25	47	90	113
"b0328"	"putative amino acid exporter YahN"	"yahN"	30	69	58	233	56	51	208	289	56	133	537	362
"b0329"	"DUF1471 domain-containing protein YahO"	"yahO"	1844	1114	3292	80	1642	1119	90	227	3612	61	277	283
"b0330"	"DNA-binding transcriptional dual regulator PrpR"	"prpR"	775	567	570	440	294	127	303	393	920	190	43	23
"b0331"	"2-methylisocitrate lyase"	"prpB"	27	29	36	34	28	27	17	35	44	23	22	19
"b0333"	"2-methylcitrate synthase"	"prpC"	22	30	36	15	17	11	19	20	42	14	11	4
"b0334"	"2-methylcitrate dehydratase"	"prpD"	14	22	33	21	23	23	10	34	27	8	14	11
"b0335"	"propionyl-CoA synthetase"	"prpE"	28	30	36	38	28	26	22	47	66	23	21	18
"b0336"	"cytosine transporter"	"codB"	33	71	43	53	93	59	46	92	58	46	41	54
"b0337"	"cytosine/isoguanine deaminase"	"codA"	519	854	767	781	1190	821	431	818	796	437	464	319
"b0338"	"DNA-binding transcriptional dual regulator CynR"	"cynR"	70	139	123	126	155	118	76	204	143	88	86	77
"b0339"	"carbonic anhydrase 1"	"cynT"	27	61	66	23	59	53	29	52	64	18	35	32
"b0340"	"cyanase"	"cynS"	20	41	37	7	49	28	13	39	35	22	29	11
"b0341"	"cyanate transporter"	"cynX"	45	40	60	73	72	44	29	51	77	31	45	27
"b0342"	"galactoside O-acetyltransferase"	"lacA"	28	37	43	219	49	16	103	384	59	210	308	173
"b0343"	"lactose permease"	"lacY"	54	61	91	283	41	15	176	473	107	286	725	207
"b0344"	"beta-galactosidase"	"lacZ"	386	337	598	3104	326	225	1961	4954	770	3453	8746	3403
"b0345"	"DNA-binding transcriptional repressor LacI"	"lacI"	515	1032	546	1516	797	484	1299	2911	624	1227	395	333
"b0346"	"DNA-binding transcriptional activator MhpR"	"mhpR"	1479	2563	902	3641	1404	640	3797	7205	1030	3134	472	289
"b0347"	"3-(3-hydroxyphenyl)propanoate hydroxylase"	"mhpA"	21	34	34	38	26	35	49	64	32	34	18	15
"b0348"	"3-carboxyethylcatechol 2 3-dioxygenase"	"mhpB"	12	27	10	22	18	8	17	28	15	6	4	17
"b0349"	"2-hydroxy-6-ketonona-2 4-dienedioate hydrolase"	"mhpC"	19	30	23	53	40	23	26	49	30	23	19	19
"b0350"	"2-hydroxypentadienoate hydratase"	"mhpD"	14	33	15	30	34	16	33	34	26	9	22	18
"b0351"	"acetaldehyde dehydrogenase (acetylating) MhpF"	"mhpF"	25	39	26	39	27	27	20	37	29	12	21	19
"b0352"	"4-hydroxy-2-oxovalerate aldolase"	"mhpE"	18	31	30	36	41	29	34	41	50	18	30	17
"b0353"	"3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter"	"mhpT"	45	93	88	99	84	79	61	75	137	39	49	60
"b0354"	"DUF2058 domain-containing protein YaiL"	"yaiL"	146	281	207	339	333	218	236	404	276	263	151	153
"b0355"	"S-formylglutathione hydrolase FrmB"	"frmB"	134	249	199	547	341	227	343	959	263	386	297	370
"b0356"	"S-(hydroxymethyl)glutathione dehydrogenase"	"frmA"	441	471	856	1423	682	498	902	1441	1003	654	820	663
"b0357"	"DNA-binding transcriptional repressor FrmR"	"frmR"	115	112	148	184	139	118	162	330	229	175	148	95
"b0358"	"outer membrane protein YaiO"	"yaiO"	34	31	63	27	34	18	23	32	58	15	30	27
"b0360"	"IS2 element protein InsA"	"insC1"	0	0	0	0	0	0	0	0	0	0	0	0
"b0361"	"IS2 element protein"	"insD1"	0	0	0	0	0	0	0	0	0	0	0	0
"b0363"	"putative glucosyltransferase"	"yaiP"	42	40	54	12	28	27	10	22	73	14	19	30
"b0364"	"putative deacetylase YaiS"	"yaiS"	2	0	4	7	2	5	1	6	5	0	1	1
"b0365"	"taurine ABC transporter periplasmic binding protein"	"tauA"	224	10	591	20	25	12	10	17	4241	5	5	7
"b0366"	"taurine ABC transporter ATP binding subunit"	"tauB"	119	20	349	13	17	12	5	21	2750	8	6	3
"b0367"	"taurine ABC transporter membrane subunit"	"tauC"	58	17	171	13	12	9	3	8	1306	5	1	9
"b0368"	"taurine dioxygenase"	"tauD"	41	56	202	59	63	44	22	49	1496	17	31	25
"b0369"	"porphobilinogen synthase"	"hemB"	1069	1585	1319	1826	2220	1555	1278	2380	1601	1135	1217	1251
"b0372"	"IS3 element protein InsF"	"insF2"	0	0	0	0	0	0	0	0	0	0	0	0
"b0373"	"IS3 element protein InsE"	"insE2"	0	0	0	0	0	0	0	0	0	0	0	0
"b0375"	"putative DNA-binding transcriptional regulator IprA"	"iprA"	5	7	2	9	14	4	3	19	7	11	11	30
"b0376"	"peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase"	"ampH"	823	1102	896	1458	1366	909	858	2613	1041	1083	854	957
"b0377"	"peptide antibiotic/peptide nucleic acid transporter"	"sbmA"	271	283	392	334	319	244	235	703	469	265	253	298
"b0378"	"surface-exposed outer membrane lipoprotein"	"yaiW"	306	332	494	422	490	408	232	613	529	229	290	264
"b0379"	"DUF2755 domain-containing inner membrane protein YaiY"	"yaiY"	216	124	302	19	145	84	14	30	403	14	10	11
"b0380"	"DUF2754 domain-containing protein YaiZ"	"yaiZ"	90	183	71	246	189	171	203	287	101	162	61	110
"b0381"	"D-alanine--D-alanine ligase A"	"ddlA"	1134	1815	1344	2403	2393	1867	1594	3112	1566	1429	897	1323
"b0382"	"anti-adaptor protein for sigma(S) stabilization"	"iraP"	924	784	1249	538	622	333	382	842	1899	465	805	616
"b0383"	"alkaline phosphatase"	"phoA"	288	293	371	460	261	177	199	354	525	215	237	188
"b0384"	"PsiF family protein"	"psiF"	405	255	687	63	266	151	48	98	1012	35	86	55
"b0385"	"diguanylate cyclase DgcC"	"dgcC"	43	52	48	35	66	32	21	62	87	19	20	20
"b0386"	"pyrroline-5-carboxylate reductase"	"proC"	789	1103	1018	1361	1458	963	896	1720	1495	825	1049	733
"b0387"	"DUF188 domain-containing protein YaiI"	"yaiI"	209	280	274	265	261	233	152	384	299	156	217	230
"b0388"	"shikimate kinase 2"	"aroL"	263	436	335	503	475	378	291	938	342	328	365	310
"b0389"	"protein YaiA"	"yaiA"	422	300	589	116	231	124	66	208	1008	65	121	118
"b0390"	"protein AroM"	"aroM"	375	324	551	140	355	232	66	208	580	71	63	140
"b0391"	"nucleoside phosphorylase PpnP"	"ppnP"	385	568	661	2000	653	573	1360	1915	682	840	1486	1646
"b0393"	"nucleoid-associated protein RdgC"	"rdgC"	521	812	509	867	980	705	462	1420	699	559	395	366
"b0394"	"fructokinase"	"mak"	282	374	337	412	430	247	325	448	689	284	311	241
"b0396"	"putative transport protein AraJ"	"araJ"	147	181	221	204	196	144	89	205	230	65	116	158
"b0397"	"ATP dependent  structure specific DNA nuclease - SbcC subunit"	"sbcC"	436	846	558	820	1365	948	609	1463	748	614	561	491
"b0398"	"ATP dependent  structure specific DNA nuclease - SbcD subunit"	"sbcD"	308	412	402	497	434	279	305	701	466	292	293	268
"b0399"	"DNA-binding transcriptional dual regulator PhoB"	"phoB"	234	256	354	210	241	169	129	249	544	97	148	141
"b0400"	"sensor histidine kinase PhoR"	"phoR"	229	188	308	154	194	144	101	205	406	101	95	120
"b0401"	"branched chain amino acid transporter BrnQ"	"brnQ"	765	995	1181	1102	925	739	739	1873	1148	663	586	668
"b0402"	"putative transporter ProY"	"proY"	317	549	367	558	666	452	268	795	417	326	245	335
"b0403"	"maltodextrin glucosidase"	"malZ"	447	570	515	364	681	528	289	454	652	188	216	190
"b0404"	"acyl carrier protein phosphodiesterase"	"acpH"	143	184	315	148	158	127	82	197	297	84	57	77
"b0405"	"tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase"	"queA"	335	703	350	754	1210	911	358	961	452	453	263	370
"b0406"	"tRNA-guanine transglycosylase"	"tgt"	762	112	776	123	104	74	67	2858	1006	48	767	962
"b0407"	"Sec translocon accessory complex subunit YajC"	"yajC"	1324	1056	1507	1345	1074	961	665	3037	1749	602	1104	1393
"b0408"	"Sec translocon accessory complex subunit SecD"	"secD"	2958	2886	3323	3660	3708	3065	1693	9079	3766	2133	2849	3063
"b0409"	"Sec translocon accessory complex subunit SecF"	"secF"	1365	1371	1389	1477	2121	1691	659	3676	1621	944	712	1026
"b0410"	"HNH nuclease family protein YajD"	"yajD"	464	632	421	487	585	397	343	743	610	365	697	529
"b0411"	"nucleoside-specific channel-forming protein Tsx"	"tsx"	4119	9113	4239	5065	15548	10795	5905	12889	4152	3856	4814	5071
"b0412"	"putative lipoprotein YajI"	"yajI"	82	78	117	52	65	51	24	64	174	35	42	41
"b0413"	"NrdR transcriptional repressor"	"nrdR"	310	479	374	501	590	443	391	518	490	308	386	284
"b0414"	"fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase"	"ribD"	819	1227	1058	1520	1586	1183	1072	2120	1421	990	1414	1010
"b0415"	"6 7-dimethyl-8-ribityllumazine synthase"	"ribE"	726	1316	958	2950	1544	1102	1475	2793	1139	1511	1111	796
"b0416"	"transcription antitermination protein NusB"	"nusB"	740	1313	907	3067	1617	1226	1546	2787	1100	1297	929	903
"b0417"	"thiamine monophosphate kinase"	"thiL"	350	538	500	874	736	501	403	680	704	357	258	286
"b0418"	"phosphatidylglycerophosphatase A"	"pgpA"	305	456	534	605	606	470	284	629	513	315	338	472
"b0419"	"1-deoxyxylulose-5-phosphate synthase YajO"	"yajO"	1429	1232	2214	1292	1454	972	929	1724	2672	845	1624	1271
"b0420"	"1-deoxy-D-xylulose-5-phosphate synthase"	"dxs"	2352	3842	3095	5006	6072	4403	2642	8039	3313	3415	2536	2071
"b0421"	"geranyl diphosphate/farnesyl diphosphate synthase"	"ispA"	1156	1917	1245	2358	2457	1625	1332	4265	1643	1598	1406	1104
"b0422"	"exodeoxyribonuclease VII subunit XseB"	"xseB"	635	862	753	895	1050	844	756	2020	957	760	1014	786
"b0423"	"tRNA uridine 4-sulfurtransferase"	"thiI"	693	1196	707	797	2224	1778	459	1827	810	678	360	513
"b0424"	"protein/nucleic acid deglycase 3"	"yajL"	239	373	394	618	492	456	303	568	400	236	345	438
"b0425"	"2-dehydropantoate 2-reductase"	"panE"	406	559	665	506	765	565	381	767	698	331	519	538
"b0426"	"nucleotide binding protein YajQ"	"yajQ"	1491	1956	2035	2280	2866	2621	1380	3702	2339	1316	1900	2629
"b0427"	"putative transport protein YajR"	"yajR"	220	335	255	559	484	404	276	796	322	325	234	284
"b0428"	"heme O synthase"	"cyoE"	2469	5094	2181	10237	7989	5363	4537	7732	3087	5093	2746	2786
"b0429"	"cytochrome bo3 ubiquinol oxidase subunit 4"	"cyoD"	901	1788	779	3092	2826	1930	1737	3244	1215	1557	785	952
"b0430"	"cytochrome bo3 ubiquinol oxidase subunit 3"	"cyoC"	1608	2886	1560	6411	5045	4210	2879	6346	2035	3023	1423	1870
"b0431"	"cytochrome bo3 ubiquinol oxidase subunit 1"	"cyoB"	12714	23655	11687	35030	42909	31886	19437	56950	13108	24086	8765	7736
"b0432"	"cytochrome bo3 ubiquinol oxidase subunit 2"	"cyoA"	8688	15349	8454	22220	25171	17995	13546	42704	9278	16836	4959	4137
"b0433"	"muropeptide:H(+) symporter"	"ampG"	223	620	387	1395	820	663	601	2723	447	1024	512	483
"b0434"	"putative lipoprotein YajG"	"yajG"	627	1532	866	2058	1117	796	1494	4216	1019	1605	1414	1316
"b0435"	"DNA-binding transcriptional dual regulator BolA"	"bolA"	1474	1133	2914	1145	1354	931	953	1324	3226	560	1328	1499
"b0436"	"trigger factor"	"tig"	6439	13961	6262	17649	24397	21582	11300	34563	7368	13093	7333	8555
"b0437"	"ATP-dependent Clp protease proteolytic subunit"	"clpP"	2886	4380	4130	11682	4493	3362	8234	14895	5263	6271	4748	4210
"b0438"	"ATP-dependent Clp protease ATP-binding subunit ClpX"	"clpX"	5421	7682	9113	21325	7772	6172	12111	20413	8765	8640	6127	7409
"b0439"	"Lon protease"	"lon"	6515	9870	8718	39860	7155	5741	22493	33905	10911	17439	4514	7369
"b0440"	"DNA-binding protein HU-beta"	"hupB"	4671	7285	3626	8225	8679	5694	5826	11099	6816	5055	4259	4042
"b0441"	"periplasmic folding chaperone"	"ppiD"	2429	4416	2878	6994	5497	3744	4076	9644	3416	4483	3703	3547
"b0442"	"helix-hairpin-helix 3 family protein"	"ybaV"	83	57	60	162	82	45	73	134	120	66	84	64
"b0443"	"long-chain acyl-CoA thioesterase FadM"	"fadM"	219	119	250	48	117	55	25	52	268	24	39	49
"b0444"	"7-cyano-7-deazaguanine synthase"	"queC"	591	766	624	1010	813	546	686	900	835	428	283	467
"b0445"	"uncharacterized protein YbaE"	"ybaE"	765	1006	469	1228	1152	718	1103	1866	603	618	1396	1303
"b0446"	"HMP-PP phosphatase"	"cof"	251	337	271	381	306	229	237	563	287	202	246	367
"b0447"	"DNA-binding transcriptional activator DecR"	"decR"	114	161	147	219	125	102	132	238	157	143	125	135
"b0448"	"ABC transporter family protein MdlA"	"mdlA"	180	236	273	397	288	225	188	452	349	174	173	221
"b0449"	"ABC transporter family protein MdlB"	"mdlB"	159	214	216	366	266	265	167	420	245	176	159	234
"b0450"	"nitrogen regulator GlnK"	"glnK"	3	1	8	6	4	0	0	3	4	0	0	3
"b0451"	"ammonia/ammonium transporter"	"amtB"	135	180	162	176	152	130	97	161	241	85	45	89
"b0452"	"acyl-CoA thioesterase II"	"tesB"	631	697	986	833	741	523	516	1065	1095	496	670	687
"b0453"	"PF09619 family lipoprotein YbaY"	"ybaY"	1682	1480	4968	358	1671	1208	234	404	4067	197	308	382
"b0454"	"DNA base-flipping protein"	"ybaZ"	174	234	245	209	235	156	111	310	311	133	223	176
"b0456"	"DUF1428 domain-containing protein YbaA"	"ybaA"	55	38	134	4	36	21	9	45	196	12	18	20
"b0457"	"c-di-GMP phosphodiesterase PdeB"	"pdeB"	468	457	794	399	543	397	286	934	976	332	545	456
"b0458"	"putative inner membrane protein"	"ylaC"	562	1092	654	1731	1226	929	1077	3112	753	1293	803	765
"b0459"	"maltose O-acetyltransferase"	"maa"	401	491	440	707	593	379	370	1441	508	523	372	460
"b0460"	"hemolysin expression-modulating protein Hha"	"hha"	347	587	509	359	604	471	236	1120	571	385	352	456
"b0461"	"Hha toxicity modulator TomB"	"tomB"	332	330	501	217	381	308	202	455	516	169	176	216
"b0462"	"multidrug efflux pump RND permease AcrB"	"acrB"	2802	3990	4184	5569	7046	5666	2753	7607	4830	3450	2594	3111
"b0463"	"multidrug efflux pump membrane fusion lipoprotein AcrA"	"acrA"	1296	2065	1752	1884	2987	1825	1244	2856	2300	1744	995	943
"b0464"	"DNA-binding transcriptional repressor AcrR"	"acrR"	427	534	601	476	509	362	310	876	747	395	500	394
"b0465"	"potassium dependent  small conductance mechanosensitive channel"	"mscK"	1174	1603	1425	1138	2080	1866	492	1783	1558	709	702	901
"b0466"	"DUF2496 domain-containing protein YbaM"	"ybaM"	77	98	80	88	80	64	47	125	87	28	50	51
"b0467"	"primosomal replication protein Nprimeprime"	"priC"	206	264	262	223	226	182	178	329	321	170	217	150
"b0468"	"DUF454 domain-containing inner membrane protein YbaN"	"ybaN"	149	253	159	206	258	142	132	288	224	117	165	179
"b0469"	"adenine phosphoribosyltransferase"	"apt"	363	915	534	1088	1527	1234	493	2033	591	628	364	720
"b0470"	"DNA polymerase III subunit tau"	"dnaX"	1665	2494	2183	2814	2936	2216	1576	3945	2436	1746	1383	1560
"b0471"	"putative nucleoid-associated protein YbaB"	"ybaB"	1001	1459	957	1357	2318	1671	997	2745	1232	1363	977	1076
"b0472"	"DNA repair protein RecR"	"recR"	899	1327	1334	2648	1832	1827	1119	3446	1467	1249	923	1285
"b0473"	"chaperone protein HtpG"	"htpG"	6781	8928	7749	52487	3149	2639	36348	47461	9544	22244	16678	15980
"b0474"	"adenylate kinase"	"adk"	1778	3980	2475	4101	6051	5064	2602	9626	2545	3601	2380	1921
